,Package Handler,Driver Helper,Package Delivery Driver,Warehouse Associate,Automotive Mechanic,Facilities Mechanic,Feeder Driver,UPS Freight Over-the-Road (OTR) Driver,Part-Time Operations Supervisor,Business Analyst,Sales Representative,,,
Marines,Y,Y,Y,,,,,,,,Y,6199,Enlisted Aircrew/Aerial Observer/Gunner,Enlisted aircrew/aerial observers/aerial gunners are flight crew members who perform duties incident to the operation and protection of Marine helicopters and tiltrotor aircraft and incident crew.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6212,"Fixed-Wing Aircraft Mechanic, AV-8/TAV-S",Inspected and maintained fixed-wing aircraft airframes and components. Performed duties relating to flight line operations.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6213,"Fixed-Wing Aircraft Mechanic, EA-6",Maintained and inspected fixed-wing aircraft airframes and components. Performed duties relating to flight line operations.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6214,Unmanned Aerial Vehicle (UAV) Mechanic,Inspected and maintained unmanned aerial vehicle airframes and components. Carried out duties relating to flight line operations.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6216,"Fixed-Wing Aircraft Mechanic, KC-130",Inspected and maintained aircraft airframes and airframe components. Performed duties relating to flight line operations.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6217,"Fixed-Wing Aircraft Mechanic, F/A-18",Inspected and maintained aircraft airframes and airframe components. Performed duties relating to flight line operations.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6222,"Fixed Wing Aircraft Power Plants Mechanic, F-402","Tested, inspected, maintained and repaired aircraft power plants and power plant systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6223,"Fixed-Wing Aircraft Power Plants Mechanic, J-52","Inspected, maintained, tested, repaired and often completely repaired aircraft power plants and power plant systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6226,"Fixed-Wing Aircraft Power Plants Mechanic, T-56","Inspected, maintained, tested, repaired and often completely repaired aircraft power plants and power plant systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6227,"Fixed-Wing Aircraft Power Plants Mechanic, F-404","Inspected, maintained, tested, repaired and often completely repaired aircraft power plants and power plant systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6242,"Fixed-Wing Aircraft Flight Engineer, KC-130",Monitored all aircraft systems and operated the flight engineer's panel during flight operations. Supervised servicing functions and recorded all discrepancies upon completion of flight.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6243,"Fixed-Wing Transport Aircraft Specialist, C-9",Ground maintenance technicians and crew chiefs are responsible for performing maintenance and operation of Marine C-9 fixed-wing transport aircraft at VMR-l.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6244,"Fixed-Wing Transport Aircraft Specialist, C-12",Transport aircrewmen are responsible for performing duties incident to the operation of Marine C-12 fixed-wing transport aircraft. Required aircrewmen schools and status.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6246,"Fixed-Wing Transport Aircraft Specialist, C-20",Ground maintenance technicians and enlisted aircrews are responsible for performing duties incident to the maintenance and operation of Marine C-20 fixed-wing transport aircraft at VR-1.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6247,"Fixed-Wing Transport Aircraft Specialist, UC-35",UC-35 transport specialists are responsible for performing duties incident to the operation of Marine UC-35 fixed-wing transport aircraft. Must volunteer for aircrew training.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6251,Fixed-Wing Aircraft Airframe Mechanic-Trainee,Trained under instruction and close supervision to become an aircraft airframe systems technician.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6252,"Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8","Inspected, maintained and repaired aircraft hydraulic, pneumatic and structure systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6253,"Fixed-Wing Aircraft Airframe Mechanic, EA-6","Inspected, maintained and repaired aircraft hydraulic, pneumatic and structure systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6256,"Fixed-Wing Aircraft Airframe Mechanic, KC-130","Inspected, maintained and repaired aircraft hydraulic, pneumatic and structure systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6257,"Fixed-Wing Aircraft Airframe Mechanic, F/A-18","Inspected, maintained and repaired aircraft hydraulic, pneumatic and structure systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6276,"Fixed-Wing Aircraft Crew Chief, KC-130","Performed and supervised routine duties incident to pre-flight and post-flight turnarounds, servicing, engine start, taxi, run-up, takeoff, cruise, descent, landing, securing and emergency procedures."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6281,Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee,Trained under instruction or close supervision to become an aircraft safety equipment systems technician. Performed duties such as sustainment maintenance and repair.
Marines,Y,Y,Y,,Y,Y,,,,,Y,6282,"Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TJW-B","Inspected, maintained and repaired aircraft-centered safety equipment and systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6283,"Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6","Inspected, maintained and repaired aircraft-centered safety equipment and systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6286,"Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130","Inspected, maintained and repaired aircraft-centered safety equipment and systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,6287,"Fixed-Wing Aircraft Safety Equipment Mechanic, F/A-18","Inspected, maintained and repaired aircraft-centered safety equipment and systems."
Marines,Y,Y,Y,,Y,Y,,,,,Y,5912,Avenger System Maintainer," Installed, adjusted, maintained and repaired aircraft equipment using schematic diagrams and fault isolation procedures. Performed authorized modifications to equipment. "
Marines,Y,Y,Y,,,,,,,,Y,5939,Aviation Communication Systems Technician,"Completed and supervised installation, alignment, inspection, testing, maintenance and repair of the entire aviation communications system."
Marines,Y,Y,Y,,Y,Y,,,,,Y,5942,Aviation Radar Repairer,Operated and performed organizational maintenance on the mechanical coolant and pneumatic units of the aviation radar systems. Maintained tools and system repair instruments.
Marines,Y,Y,Y,,Y,Y,,,,,Y,5948,Aviation Radar Technician,Supervised and mentored aviation radar repairmen. Prepared and implemented inspection and maintenance schedules and compiled data for reports.
Marines,Y,Y,Y,,,,,,,,Y,5952,Air Traffic Control Navigational Aids Technician,"Surveyed, sited and installed air traffic control navigational aids and instrument landing systems. Made periodic inspections and performed preventive maintenance. Tuned, adjusted and aligned systems for proper operation."
Marines,Y,Y,Y,,,,,,,,Y,5953,Air Traffic Control Radar Technician,"Surveyed, sited and installed air traffic control precision approach and surveillance radar systems. Made periodic inspections and performed preventive maintenance. Used proper safety procedures in system maintenance and operation."
Marines,Y,Y,Y,,,,,,,,Y,5954,Air Traffic Control Communications Technician,"Surveyed, sited, installed, inspected and maintained air traffic control communications systems. Provided technical assistance during system flight inspections."
Marines,Y,Y,Y,,,,,,,,Y,5959,Air Traffic Control Systems Maintenance,"Provided information concerning the capabilities, limitations and reliability of air traffic control systems and equipment. Trained operation and maintenance of air traffic control systems. Performed staff support duties in formulating and implementing maintenance and supply plans, provisioned air traffic control systems, and prepared publications and training materials. Supervised surveying, siting, installation, modification and maintenance tasks. Supervised air traffic control maintenance personnel."
Marines,Y,Y,Y,,,,,,,,Y,5974,Tactical Data Systems Administrator,"Performed, supervised and instructed on the installation, inspection and testing of Tactical Data Systems. Performed, supervised and instructed systems software configuration and the systems administrator of the Marine Air Command, common hardware, Theater Battle Management Core Systems, Communication Data Links System and Joint Tactical Information Distribution System."
Marines,Y,Y,Y,,,,,,,,Y,5979,Tactical Air Operations Module/Air Defense Technician,"Conducted and supervised the installation, alignment, inspection, testing, maintenance and repair of electronic assemblies and subassemblies, fiber optic cables and system software for aviation systems."
Marines,Y,Y,Y,,,,,,Y,,Y,5993,Electronics Maintenance Chief,"Supervised and instructed junior personnel in the performance of electronics maintenance associated with aviation radar units, and assisted the radar maintenance officer in supporting the radar maintenance shop both administratively and logistically."
Marines,Y,Y,Y,,,,,,,,Y,5811,Military Police,"Served, protected and performed assigned military law enforcement duties. Upheld the criminal justice system, maintained order and discipline, and supported the commander's law enforcement and security requirements. Typical duties were similar to police duties in medium-sized cities. Investigated every form of violation and criminal liability. Investigated misdemeanor through felony. "
Marines,Y,Y,Y,,,,,,,,Y,5812,Working Dog Handler,"Employed working dogs to conduct vehicle searches, searches for lost and wanted persons, and searches for the detection of explosives and illegal drugs."
Marines,Y,Y,Y,,,,,,,,Y,5813,Accident Investigator,Investigated and reported traffic accidents. Assisted in accident prevention and vehicle safety programs. Conducted traffic control studies to determine present and future needs concerning traffic control and associated traffic programs.
Marines,Y,Y,Y,,,,,,,,Y,5814,Physical Security Specialist,"Conducted vulnerability assessments, analyzed crime and recommended appropriate courses of action to eliminate conditions conducive to terrorism, sabotage, wrongful destruction, malicious damage and theft."
Marines,Y,Y,Y,,,,,,,,Y,5816,Special Reaction Team (3RT) Member,"Composed of specially trained MPs to provide a commander the ability to counter/contain a special threat situation surpassing normal law enforcement capabilities. Team members cross-trained in all team duties. SRTs are trained in isolating a crisis scene, providing proficient marksmanship support, conducting tactical movement/building entry, and clearing of buildings."
Marines,Y,Y,Y,,,,,,,,Y,5819,Military Police Investigator (MPI),"Responsible for investigating criminal violations of the Uniform Code of Military Justice (UCMJ). Typical duties included conducting criminal investigations, covert operations, personal protective services, crisis management and negotiations, and laboratory examinations, as well as collaborating with other military and civil law enforcement agencies. Supported both installation and Marine Air Ground Task Force commanders. Worked with foreign law enforcement and Interpol."
Marines,Y,Y,Y,,,,,,,,Y,5821,Criminal Investigator CID Agent,"Performed criminal investigative duties while operationally assigned to the Criminal Investigation Division and Naval Criminal Investigative Service (NCIS). Conducted all general criminal investigations falling within the jurisdictional purview of CID. Provided technical guidance and supervision to junior CID agents and apprentice investigators, conducted covert operations, personal protective services, hostage negotiations, polygraph examinations and laboratory examinations, and liaised with other senior military, civil and federal law enforcement agencies."
